id,name,gender,age,education,profession,income,living_with,nation,phone,job,fb_freq,yt_freq,insta_freq,use_less_than_2GB,use_2GB_to_4GB
6021,Alan Edwards,Male,30,Bachelor,Computer & Mathematical,88400$, Married_1,ENGLAND,8692284831,Call centre manager,0,1,1,3,0
6574,Севастьян Валерьевич Киселев,Male,27,Bachelor,Computer & Mathematical,2450000000 VND, Mar  ried_4,RUSSIA,+7 (192) 357-26-96,Капитан судна,0,0,1,2,1
4938,Jacob Thomas,Male,29,Bachelor,Computer & Mathematical,2300000000 VND,  Ma rried_2,AUSTRALIA,(07)89401933,"Scientist, biomedical",0,0,2,1,1
7453,Валентин Зиновьевич Селезнев,Male,27,Bachelor,Computer & Mathematical,90500$,Marrie d_1,RUSSIA,+7 (356) 858-18-40,Борт-стрелок,0,1,1,1,0
14027,이정웅,Male,69,None,Installation Maintenance & Repair,485000000 VND,  Un married_4,KOREA,064-730-5187,기타 금융 및 보험 관련 전문가,8,0,1,3,0
7417,张云,Male,55,None,Installation Maintenance & Repair,15700$,Un  ma  rried_1,CHINA,18738249165,投资银行业务,5,1,1,1,0
16093,鈴木 充,Male,52,None,Installation Maintenance & Repair,14200$,U nmar   ried_2,JAPAN,080-5562-4977,行政書士,8,1,1,2,1
12649,Eric Jimenez,Male,57,None,Installation Maintenance & Repair,21200$,Unmar  r ied_1,US,349.342.9103,Optometrist,5,1,2,2,1
9481,Ладислав Игоревич Александров,Male,50,None,Installation Maintenance & Repair,332500000 VND,Unmarri ed_1,RUSSIA,+7 (924) 508-8579,Нейрохирург,5,1,2,2,1
14071,Scott Hunt,Male,21,Highschool,Unemployed,57500000 VND,Single_0,ENGLAND,524.996.2920x3359,Theatre director,23,11,23,22,13
13699,Matthew Murphy,Male,25,Highschool,Unemployed,10700$,Sin  gle_0,US,(587)938-9234x998,Data scientist,11,17,19,21,11
1362,尹秀兰,Other,25,Highschool,Unemployed,10000$, S ingle_0,CHINA,15792441947,工长,14,14,10,12,11
5016,Eric Avila,Male,24,Highschool,Unemployed,50000000 VND,Single_0,US,541-829-9307x7956,Ceramics designer,11,14,10,19,18
6210,杨健,Male,44,Masters,Management,1675000000 VND,  Ma  rried_4,CHINA,15108937045,副总经理/副总裁,3,2,3,7,0
15709,山口 拓真,Male,42,Masters,Management,65300$,  Marr ied_2,JAPAN,090-0390-5316,イラストレーター,2,3,1,5,0
11073,Christopher Beasley,Male,42,Masters,Management,65200$,Mar ried_1,US,+1-972-357-7681x112,"Scientist, research (physical sciences)",2,1,1,6,1
2401,Christopher Mclaughlin,Male,43,Masters,Management,67900$, Ma rried_4,US,685.393.8048,"Buyer, industrial",1,2,1,4,0
9502,Гришин Исидор Ермолаевич,Male,43,Masters,Management,1760000000 VND,M   arried_1,RUSSIA,8 (641) 648-88-49,Дипломатический работник,3,1,1,4,0
10635,Prof. Arnulf Scheel B.A.,Male,45,Masters,Management,73800$,  Mar  ried_1,DENMARK,(06289) 66229,Bankkaufmann,3,1,3,5,0
2177,Helge Pölitz,Male,44,Masters,Management,1732500000 VND,M a rr ied_1,DENMARK,(09693) 683653,Chemikant,2,3,1,4,1
11160,Brandon Maldonado,Male,41,Masters,Management,70600$,Marri ed_2,AUSTRALIA,7517.7327,Sales executive,1,2,1,8,1
12277,Митофан Андреевич Белоусов,Male,44,Masters,Management,65700$,Mar ri ed_2,RUSSIA,8 822 512 89 32,Гример,2,1,3,7,1
8819,岡本 学,Male,45,Masters,Management,72800$,M  ar  ried_1,JAPAN,090-4687-9168,脚本家,2,2,2,6,0
18149,Fred Houston,Male,42,Masters,Management,1732500000 VND,Marrie d_2,ENGLAND,9117310567,"Scientist, research (medical)",1,1,1,6,1
12191,Brian Wilkinson,Other,44,Masters,Management,74000$, Ma r ried_3,US,831.698.5616,"Designer, ceramics/pottery",3,1,3,4,0
10368,Matteo Guerra,Male,41,Masters,Management,70700$,Married_4,BRAZIL,(061) 1051-9566,Jangadeiro,1,3,2,6,1
16267,Théo Silva,Male,50,None,Retired,2447500000 VND,Mar r ied_3,BRAZIL,+55 (061) 4554 4541,Orientador educacional,0,0,2,3,0
3180,Bruce Garcia,Male,68,None,Retired,2392500000 VND,Mar ried_2,US,+1-715-214-4552x6963,Energy manager,0,0,2,2,0
9700,Ryan Carroll,Other,64,None,Retired,2497500000 VND,Married_2,US,915.444.6439,Retail buyer,0,0,3,3,1
10484,Цветков Януарий Захарьевич,Male,62,None,Retired,92500$,M arried_2,RUSSIA,+7 (693) 608-7933,Штукатур,0,0,2,3,0
3364,前田 直子,Female,29,Highschool,Arts Design Entertainment Sports & Media,83700$, M  arried_0,JAPAN,090-9822-6597,裁判官,15,0,1,1,1
18655,Candace Brown,Female,27,Highschool,Arts Design Entertainment Sports & Media,1997500000 VND,Married_0,ENGLAND,(661)409-5913x281,Occupational therapist,14,0,3,0,0
12249,김보람,Female,29,Highschool,Arts Design Entertainment Sports & Media,1930000000 VND,  Married_0,KOREA,055-626-2319,피부미용 및 체형관리사,14,0,2,1,0
5520,Евфросиния Мироновна Меркушева,Female,29,Highschool,Arts Design Entertainment Sports & Media,2062500000 VND,Ma r ried_0,RUSSIA,8 (644) 984-83-51,Грузчик,11,0,2,0,1
3538,Arthur Röhrdanz-Harloff,Other,30,Highschool,Arts Design Entertainment Sports & Media,80200$,Married_0,DENMARK,04447 704515,Mathematiker,10,0,1,1,0
14064,Natalie Perez,Female,27,Highschool,Arts Design Entertainment Sports & Media,1965000000 VND, M ar  ried_0,ENGLAND,+1-250-270-2405,"Teacher, secondary school",12,0,2,0,1
6105,Jessica Mühle,Female,27,Highschool,Arts Design Entertainment Sports & Media,1990000000 VND,Mar ri ed_0,DENMARK,08063 88783,Fachinformatiker,17,0,3,1,1
19404,後藤 桃子,Female,29,Highschool,Arts Design Entertainment Sports & Media,1992500000 VND,Married_0,JAPAN,20-7889-6829,バスガイド,15,0,1,0,1
19635,Kevin Cardoso,Other,30,Highschool,Arts Design Entertainment Sports & Media,75800$,Ma r ried_0,BRAZIL,11 4063 0560,Pneumologista,11,0,1,1,1
8525,Ермакова Ксения Леоновна,Female,27,Highschool,Arts Design Entertainment Sports & Media,87100$,Ma    rried_0,RUSSIA,+78520104226,Танкист,23,0,3,1,1
5879,주현정,Other,26,Highschool,Arts Design Entertainment Sports & Media,83700$,M  a r ried_0,KOREA,053-484-6572,캐드원,18,0,2,1,0
13237,Catherine Warner,Female,29,Highschool,Arts Design Entertainment Sports & Media,86000$,Married_0,ENGLAND,+1-810-302-9121x11478,Print production planner,21,0,2,1,1
5289,Tonya Miles,Female,44,Bachelor,Business & Financial,5950000000 VND,Marr ied_2,ENGLAND,(549)788-0165x333,"Research officer, trade union",2,1,0,2,3
4199,Mona Trapp,Other,42,Bachelor,Business & Financial,178200$,Marr  ied_1,DENMARK,+49(0)9027 262913,Techniker,2,1,0,2,2
11819,加藤 さゆり,Female,44,Bachelor,Business & Financial,493900$,M ar ried_1,JAPAN,83-9352-5255,グラフィックデザイナー,3,0,0,1,1
3895,Kimberly Crosby,Female,42,Bachelor,Business & Financial,4195000000 VND, M  a rried_1,US,881-981-8337,IT trainer,3,1,0,1,3
16691,Jacqueline Martin,Female,44,Bachelor,Business & Financial,4535000000 VND,Ma rried_2,ENGLAND,821-533-6796x540,Secondary school teacher,2,0,0,1,3
1384,Ольга Евгеньевна Морозова,Female,42,Bachelor,Business & Financial,176400$, Ma  rried_1,RUSSIA,+7 (684) 039-73-82,Телемастер,2,1,1,3,1
4619,Nicole Davis,Female,33,Highschool,Healthcare Support,36800$,S in  gle_0,ENGLAND,525.807.3524x8421,Systems analyst,0,2,3,1,2
19103,Kristina Acosta,Female,33,Highschool,Healthcare Support,782500000 VND,  S i ngle_0,ENGLAND,(703)348-2748x1941,Amenity horticulturist,0,1,3,1,1
19509,Ангелина Святославовна Соболева,Female,34,Highschool,Healthcare Support,857500000 VND,Single_0,RUSSIA,+7 (249) 056-22-30,Тыловик,0,2,2,2,2
10723,David Blake,Other,35,Highschool,Healthcare Support,762500000 VND,S in  gle_0,ENGLAND,(915)387-5976x505,Meteorologist,0,3,3,3,3
13874,加藤 里佳,Female,34,Highschool,Healthcare Support,847500000 VND,  S i ngle_0,JAPAN,95-8462-5387,検察官,0,3,1,2,1
9197,杜雪梅,Female,34,Highschool,Healthcare Support,30800$,Single_0,CHINA,14533202036,铲车司机,0,2,1,3,1
16244,Яковлева Тамара Альбертовна,Female,34,Highschool,Healthcare Support,712500000 VND,  S  ingle_0,RUSSIA,+7 (529) 557-65-34,Столяр,0,3,2,1,1
1274,이서윤,Other,33,Highschool,Healthcare Support,34100$, Single_0,KOREA,051-990-0789,기타 석유 및 화학물 가공장치 조작원,0,3,1,1,1
10502,Anna Davis,Female,33,Highschool,Healthcare Support,842500000 VND, Sing le_0,ENGLAND,2532751184,"Designer, textile",0,2,3,2,2
7984,Kim Carr,Female,33,Highschool,Healthcare Support,36700$,Single_0,US,001-625-395-0749x685,"Embryologist, clinical",0,1,2,1,3
4098,Karen Rowe,Female,32,Highschool,Healthcare Support,900000000 VND,Single_0,ENGLAND,897-216-9326x219,"Physicist, medical",0,2,1,1,2
9148,Nancy Stone,Other,34,Highschool,Healthcare Support,32200$, S  i ngle_0,ENGLAND,7638468454,Retail manager,0,3,2,1,2
15031,Tracy Little,Female,32,Highschool,Healthcare Support,897500000 VND, S ingle_0,ENGLAND,252.977.0706,Occupational psychologist,0,3,1,2,3
7267,Крылова Елизавета Егоровна,Female,31,Highschool,Healthcare Support,835000000 VND,Single_0,RUSSIA,8 (882) 022-2858,Моторист,0,2,2,3,1
14874,Brittany Scott,Female,32,Highschool,Healthcare Support,25600$,Sin g le_0,US,740.881.5390,Associate Professor,0,3,2,2,3
17603,山田 真綾,Female,33,Highschool,Healthcare Support,29400$,Single_0,JAPAN,32-0055-0371,運転士,0,1,3,3,1
4858,Diana Rivera,Female,35,Highschool,Healthcare Support,31100$,Si ng le_0,US,824.859.4803,Set designer,0,2,2,2,3
17549,고미영,Female,25,None,Unemployed,755000000 VND,Married_3,KOREA,041-350-5974,관세사,0,1,1,1,1
6456,Maren Riehl,Female,23,None,Unemployed,30800$,Ma rr  ied_3,DENMARK,(08096) 52176,Beamter,0,1,1,0,0
18242,Gilda Stroh B.A.,Female,23,None,Unemployed,742500000 VND,Ma   r ried_1,DENMARK,+49 (0) 5435 972267,Schornsteinfeger,0,1,3,1,1
11806,赵桂兰,Female,22,None,Unemployed,902500000 VND, M arr ied_4,CHINA,13879331883,作家/撰稿人,0,0,2,0,0
11864,Лариса Сергеевна Сидорова,Female,21,None,Unemployed,872500000 VND,M ar  ried_4,RUSSIA,82939110010,Гематолог,0,0,3,0,1
12814,Melissa Hill,Female,21,None,Unemployed,31700$,Married_4,ENGLAND,(835)613-1577x777,"Teacher, special educational needs",0,0,1,1,1
17550,Jennifer Tate,Female,25,None,Unemployed,820000000 VND,Mar ri ed_2,US,868.295.1705x811,"Runner, broadcasting/film/video",0,1,2,0,0
10799,Jessica Cunningham,Female,21,None,Unemployed,682500000 VND,M arri ed_1,US,620.515.8359x913,Hydrologist,0,0,2,1,1
16635,Kathryn Mcdaniel,Female,21,None,Unemployed,820000000 VND,M   ar ried_2,US,(497)846-5724x33249,Press photographer,0,1,3,0,0
12818,邱慧,Female,21,None,Unemployed,28900$,Married_4,CHINA,15577934661,环境影响评价工程师,0,1,3,0,1
3336,Lisa Vargas,Female,25,None,Unemployed,745000000 VND, Marr ied_1,ENGLAND,819.685.5641,Exercise physiologist,0,0,1,1,0
9310,阿部 知実,Female,22,None,Unemployed,627500000 VND,Ma rri ed_4,JAPAN,26-7773-6178,映画監督,0,0,3,0,1
7146,王帅,Female,34,None,Computer & Mathematical,2890000000 VND, M arried_0,CHINA,15656708653,营养师,1,0,1,9,1
7109,Victoria Mason PhD,Female,33,None,Computer & Mathematical,10955000000 VND, Ma r ried_0,US,4026531842,Copy,0,1,1,14,1
6559,Kristen Martin,Female,35,None,Computer & Mathematical,423400$,Mar  ried_0,ENGLAND,412.500.7088x45110,Theatre manager,1,1,2,11,1
10865,王云,Female,35,None,Computer & Mathematical,9605000000 VND,Ma   rried_0,CHINA,18594962263,市场企划经理/主管,1,1,1,22,1
12206,Deborah Rogers,Female,34,None,Computer & Mathematical,5477500000 VND,  M ar ried_0,ENGLAND,322.742.3336x21047,IT technical support officer,1,0,3,17,1
7654,Kelly Rowe DDS,Female,33,None,Computer & Mathematical,7520000000 VND,Married_0,ENGLAND,001-646-445-4821x4208,"Horticulturist, amenity",1,0,2,11,1
10870,Никитина Екатерина Матвеевна,Female,35,None,Computer & Mathematical,3720000000 VND, Ma  rried_0,RUSSIA,+7 605 183 80 47,Футуролог,0,0,3,13,0
8394,Евпраксия Петровна Петухова,Female,31,None,Computer & Mathematical,109800$,M  ar  ried_0,RUSSIA,+7 188 072 52 42,Горняк,0,1,1,23,0
18104,Patricia Brown,Female,32,None,Computer & Mathematical,251500$, M  arried_0,ENGLAND,+1-334-332-7003x341,Charity officer,1,0,2,18,1
8979,Tracey Hunt,Other,35,None,Computer & Mathematical,3737500000 VND,Mar ried_0,US,582.238.4384x25023,Maintenance engineer,0,1,1,21,1
5327,Michelle Fuller,Female,31,None,Computer & Mathematical,7750000000 VND, M ar  ried_0,US,674.614.9689x140,Neurosurgeon,1,0,1,18,0
6931,Mrs. Shawna Gordon,Other,33,None,Computer & Mathematical,7450000000 VND,M a r ried_0,ENGLAND,552-338-8511x4952,Editorial assistant,1,0,2,14,1
17023,Kelsey Perkins,Female,33,None,Computer & Mathematical,10690000000 VND,Ma rried_0,US,001-558-404-2618x47444,Ergonomist,1,0,1,16,0
10221,Kim Cox,Female,33,None,Computer & Mathematical,8262500000 VND,Ma r   ried_0,US,322.890.9643x706,Financial planner,0,1,3,20,1
9127,Jose Fox,Male,21,None,Student,1412500000 VND,Single_0,AUSTRALIA,0444 1354,Haematologist,0,8,5,1,0
7517,Joseph Sims,Male,25,None,Student,54500$,Single_0,ENGLAND,+1-464-286-3334x0052,Editorial assistant,0,7,8,3,1
11772,Thomas Nguyen,Male,23,None,Student,57000$,Single_0,ENGLAND,2034870715,General practice doctor,0,4,5,3,1
8038,Kevin Weber,Male,25,None,Student,57300$,Sin  gle_0,ENGLAND,+1-776-714-0975,"Librarian, public",0,8,6,3,0
8501,Jeffrey Watson,Male,25,None,Student,59200$,Singl e_0,ENGLAND,7446114384,Psychiatrist,0,4,8,1,0
18575,James Garcia,Male,24,None,Student,50100$, Sing le_0,ENGLAND,387.315.6303x763,Prison officer,0,6,4,2,1
2650,John Williams,Male,25,None,Student,54200$,   S ingle_0,US,(820)616-9847,"Education officer, community",0,7,4,1,1
17262,Glenn Farrell,Male,25,None,Student,60400$, S  ingle_0,ENGLAND,+1-874-408-0579x626,"Psychologist, clinical",0,8,7,3,0
11029,Christopher Lee,Male,24,None,Student,57400$,Sin  gle_0,ENGLAND,7048054578,Engineering geologist,0,5,6,3,1
7548,Marcus Garcia,Male,22,None,Student,1300000000 VND,  S ingle_0,ENGLAND,001-201-684-7762x4488,Dancer,0,4,5,2,0
3389,Jordan Johnson,Male,21,None,Student,57800$,Singl e_0,US,240.576.5626x99386,Phytotherapist,0,4,7,3,0
1598,石川 晃,Male,22,None,Student,60900$,Si  ngle_0,JAPAN,070-1945-3430,公認会計士,0,6,7,3,0
7960,Danny Duffy,Male,38,Masters,Life Physical Social Science,219300$,Ma rried_2,ENGLAND,(747)610-7395x0615,Psychiatric nurse,1,4,1,3,1
2612,滕玲,Male,38,Masters,Life Physical Social Science,12405000000 VND,M   arried_1,CHINA,18583035656,市场企划经理/主管,1,4,2,2,1
18326,Christian Nguyen,Male,39,Masters,Life Physical Social Science,6897500000 VND,Married_1,US,+1-211-446-9645x47470,"Scientist, biomedical",1,8,1,3,0
4803,Theo Duarte,Male,38,Masters,Life Physical Social Science,2612500000 VND,Married_1,BRAZIL,(081) 6683-9457,Perito criminal,0,7,2,2,0
19929,石杰,Male,37,Masters,Life Physical Social Science,238500$,  M ar ried_2,CHINA,15679898236,卖场经理/店长,1,6,3,1,0
8721,斉藤 淳,Male,37,Masters,Life Physical Social Science,383800$,Married_1,JAPAN,070-0921-1355,ゲームクリエイター,0,5,2,1,1
8783,Eric Phillips,Male,49,Bachelor,Business & Financial,63800$,Un marr  ied_2,ENGLAND,479-306-4189x6637,Retail buyer,0,0,8,1,0
14888,Luiz Felipe Borges,Male,48,Bachelor,Business & Financial,69500$,Un mar ried_1,BRAZIL,81 7969 2589,Eletricista de automóveis,0,0,6,2,0
2589,温莉,Male,47,Bachelor,Business & Financial,1795000000 VND,  Un married_1,CHINA,15310079106,信息技术专员,0,0,6,1,0
16972,山田 翔太,Male,47,Bachelor,Business & Financial,1862500000 VND,Un mar   ried_4,JAPAN,070-0546-5881,医療事務員,0,0,5,2,0
2517,William Perry,Male,46,Bachelor,Business & Financial,72600$,Unma rried_1,US,322-342-5674,"Administrator, charities/voluntary organisations",0,1,7,1,0
3437,Епифан Гертрудович Борисов,Male,48,Bachelor,Business & Financial,1832500000 VND,U n mar  ried_1,RUSSIA,8 (478) 680-40-84,Имиджмейкер,0,0,7,2,0
9846,高萍,Other,48,Bachelor,Business & Financial,69500$,Unmar   ried_1,CHINA,13041027097,防损员/内保,0,1,6,2,0
9467,Christopher Greer,Male,47,Bachelor,Business & Financial,1647500000 VND,Unmarried_3,US,001-621-823-3581x17147,Mining engineer,0,1,5,3,0
12949,Андрон Исидорович Тарасов,Male,71,Bachelor,Computer & Mathematical,925000000 VND,  Div  orced_1,RUSSIA,+7 (445) 067-6887,Бондарь,15,15,23,21,21
18069,山本 聡太郎,Male,50,Bachelor,Computer & Mathematical,757500000 VND,Divorc ed_2,JAPAN,080-3758-6166,イラストレーター,20,20,20,11,13
1462,Tyler Miller,Male,63,Bachelor,Computer & Mathematical,745000000 VND, Di vorced_2,ENGLAND,406-246-3995x8519,"Administrator, education",23,22,10,16,16
4119,Charles Webb,Male,69,Bachelor,Computer & Mathematical,797500000 VND,  Divo rced_1,AUSTRALIA,+61.3.8850.8388,Seismic interpreter,9,20,9,15,13
13977,Logan Ellison,Male,70,Bachelor,Computer & Mathematical,28500$,D  ivorced_1,US,001-337-993-5537x832,Regulatory affairs officer,13,23,16,22,9
10181,Thomas Jones,Male,26,Highschool,Sales & Related,13800$,S ingle_0,ENGLAND,001-986-909-7203x98010,Herbalist,0,0,5,1,0
8064,Alan Fletcher,Male,28,Highschool,Sales & Related,15300$,Sin gle_0,US,+1-350-256-6698x114,Petroleum engineer,0,0,5,3,0
5429,Richard Gonzalez,Male,27,Highschool,Sales & Related,530000000 VND,Si n  gle_0,AUSTRALIA,0495 666 218,Dramatherapist,0,0,4,1,0
3054,장성현,Male,29,Highschool,Sales & Related,21000$,S i   ngle_0,KOREA,051-239-0324,지휘자/작곡가 및 연주가,0,0,7,2,0
19531,Theobald Knappe-Gute,Male,27,Highschool,Sales & Related,13900$, S ingle_0,DENMARK,06205 616289,Schornsteinfeger,0,0,4,3,0
12361,Charles Gray,Male,26,Highschool,Sales & Related,22600$,  Single_0,US,416.511.2003x16304,"Psychologist, educational",0,0,4,3,0
18921,Thomas Stewart,Male,28,Highschool,Sales & Related,322500000 VND, S  i ngle_0,ENGLAND,+1-293-568-6449x99109,Oncologist,0,0,4,1,0
15929,Christopher Johnson,Male,30,Highschool,Sales & Related,17300$,   Single_0,US,255.349.2756,Graphic designer,0,0,7,2,0
13001,雷秀华,Male,27,Highschool,Sales & Related,537500000 VND,S  i ngle_0,CHINA,13181232392,建筑工程与装潢,0,0,8,1,0
11084,Mark Davis,Male,26,Highschool,Sales & Related,597500000 VND,Si    ngle_0,US,+1-280-991-5241x2184,Mental health nurse,0,0,6,3,0
15539,Joshua Pacheco,Male,30,Highschool,Sales & Related,315000000 VND, Si   ngle_0,AUSTRALIA,+61.2.5834.0958,Community pharmacist,0,0,5,2,0
3973,Davi Lucca Novaes,Male,30,Highschool,Sales & Related,21800$, S  ingle_0,BRAZIL,+55 (051) 4139 3296,Ventríloquo,0,0,4,2,0
5808,Davi Luiz Correia,Male,26,Highschool,Sales & Related,22800$,Si n  gle_0,BRAZIL,51 6421 8969,Governanta,0,0,7,2,0
11059,Anthony Jones,Male,26,Highschool,Sales & Related,612500000 VND,Sing  le_0,ENGLAND,+1-408-547-5740x195,Environmental education officer,0,0,8,3,0
4820,程雪梅,Other,28,Highschool,Sales & Related,18800$,Sin gle_0,CHINA,13506321168,软件测试,0,0,4,3,0
8751,Корнил Игнатьевич Шашков,Male,30,Highschool,Sales & Related,322500000 VND, Si   ngle_0,RUSSIA,+7 768 582 64 44,Кардиолог,0,0,7,1,0
2405,丁军,Male,30,Highschool,Sales & Related,22500$,Sing le_0,CHINA,13929957308,其他,0,0,5,1,0
16486,Аникита Жоресович Анисимов,Male,56,None,Protective Service,970000000 VND,Mar ried_0,RUSSIA,8 442 696 0489,Кардиохирург,0,0,18,13,3
5053,渡辺 太郎,Male,77,None,Protective Service,42800$, M  a rried_0,JAPAN,48-4072-1903,裁判官,0,0,12,21,3
1437,Larry Mason,Male,52,None,Protective Service,1052500000 VND,Ma  rried_0,ENGLAND,001-345-956-9834x249,"Surveyor, building",0,0,19,14,1
18360,Eric Anderson,Male,63,None,Protective Service,40300$,Married_0,AUSTRALIA,02-0777-6090,Cabin crew,0,0,17,23,2
18081,Dylan Lopez,Male,50,None,Protective Service,1072500000 VND,Married_0,ENGLAND,(487)571-6666,Advertising account planner,0,0,20,11,1
5488,Dr. Pedro Fernandes,Male,54,None,Protective Service,38100$,Marri ed_0,BRAZIL,+55 21 5975 6373,Programador,0,0,12,19,1
7729,서성진,Male,72,None,Protective Service,41500$,Marr ied_0,KOREA,010-2121-6778,경호원,0,0,18,22,1
16835,Kyle Clark,Male,57,None,Protective Service,45100$,Marrie d_0,ENGLAND,001-541-920-7481,Music tutor,0,1,18,23,2
15472,João Felipe Novais,Male,63,None,Protective Service,975000000 VND,M  a  rried_0,BRAZIL,+55 51 9948 7413,Promotor de eventos,0,0,11,14,2
6452,조광수,Male,68,None,Protective Service,1187500000 VND,Mar ried_0,KOREA,053-506-3592,조명기사 및 영사기사,0,1,15,10,3
8370,이정훈,Male,76,None,Protective Service,40100$, Married_0,KOREA,016-107-6037,펄프 및 종이 제조장치 조작원,0,0,13,23,1
17408,Traci Dyer,Other,58,None,Protective Service,49500$,Married_0,US,(666)521-0728,Midwife,0,1,16,14,1
7830,Кир Валерьевич Сорокин,Male,74,None,Protective Service,962500000 VND,Married_0,RUSSIA,8 131 136 3166,Тестировщик,0,1,19,16,3
16662,田中 里佳,Female,49,None,Arts Design Entertainment Sports & Media,682500000 VND,   Married_0,JAPAN,070-8069-1646,イラストレーター,1,6,3,2,1
19328,Shannon Baker,Female,48,None,Arts Design Entertainment Sports & Media,662500000 VND,Married_0,ENGLAND,(881)540-6413x991,Physiotherapist,1,5,2,3,0
18482,Crystal Miller,Female,47,None,Arts Design Entertainment Sports & Media,25300$,  Ma r ried_0,ENGLAND,001-395-420-9702,Firefighter,0,4,2,1,0
4205,Susan Francis,Female,48,None,Arts Design Entertainment Sports & Media,732500000 VND, Mar   ried_0,US,274.868.8435,Recycling officer,0,4,2,2,0
18924,Margaret Lewis,Female,48,None,Arts Design Entertainment Sports & Media,31700$,M arri ed_0,ENGLAND,291-619-2710,"Sales professional, IT",1,6,2,3,0
1881,Courtney Cortez,Female,48,None,Arts Design Entertainment Sports & Media,842500000 VND,Married_0,ENGLAND,(488)434-9045x310,Counsellor,1,5,1,2,1
4677,Kara Wright,Female,46,None,Arts Design Entertainment Sports & Media,30000$, M ar  ried_0,US,778-850-9334,Patent examiner,0,7,3,3,1
3999,Mary Blair,Female,47,None,Arts Design Entertainment Sports & Media,930000000 VND,Ma rr ied_0,US,219-807-5861,Equality and diversity officer,0,6,2,2,1
15830,Madeline Hudson,Female,47,None,Arts Design Entertainment Sports & Media,26800$, M  ar ried_0,US,899.894.0291x107,"Designer, television/film set",0,4,2,2,0
6817,Елена Васильевна Ефремова,Other,46,None,Arts Design Entertainment Sports & Media,30000$, Ma r  ried_0,RUSSIA,+7 (041) 140-2352,Религиовед,0,4,1,1,0
5375,Brent Charles,Male,26,Associate,Office & Administrative Support,1175000000 VND,Single_0,US,327-608-7066x45589,Science writer,8,0,3,7,2
9397,Автоном Жоресович Дементьев,Male,27,Associate,Office & Administrative Support,1095000000 VND,Singl e_0,RUSSIA,8 (082) 412-30-32,Доула,7,0,3,5,3
8099,Matthew Crawford,Male,29,Associate,Office & Administrative Support,45400$,   Si ngle_0,US,(900)494-2058,Trade mark attorney,4,1,3,4,1
19155,Andrew White,Male,28,Associate,Office & Administrative Support,38900$,Singl e_0,ENGLAND,(872)494-4091x43737,"Psychologist, occupational",7,1,3,5,1
6047,이종수,Male,26,Associate,Office & Administrative Support,38900$,Si  n gle_0,KOREA,010-5853-9780,장기 부사관 및 준위,6,1,2,5,1
5393,Taylor Brown,Male,27,Associate,Office & Administrative Support,1157500000 VND, Single_0,ENGLAND,(560)950-8003x7015,"Surveyor, mining",6,0,1,7,3
18861,Logan Garcia,Male,27,Associate,Office & Administrative Support,975000000 VND,Si ngle_0,ENGLAND,+1-660-660-1810x8719,"Surveyor, building",4,0,2,7,2
19489,Blake Rios,Other,29,Associate,Office & Administrative Support,1067500000 VND,Single_0,US,(339)888-4834x7492,Occupational therapist,8,0,2,7,3
1560,汪辉,Male,27,Associate,Office & Administrative Support,41800$, Si n gle_0,CHINA,18967956801,幕墙工程师,4,1,2,5,2
7419,Wolf Henschel,Male,26,Associate,Office & Administrative Support,47700$,    Single_0,DENMARK,+49(0)7981 70747,Pfleger,5,1,3,4,3
3536,Adam Roberts,Male,28,Associate,Office & Administrative Support,38100$,S ing le_0,ENGLAND,210-666-6789x78313,"Optician, dispensing",8,0,3,8,1
14428,Eric Myers,Male,28,Associate,Office & Administrative Support,1190000000 VND,S in  gle_0,US,001-328-566-4457x4129,"Administrator, education",4,1,3,4,1
18197,Randy Dennis,Male,29,Associate,Office & Administrative Support,43700$, Sin gle_0,ENGLAND,3497687495,Lawyer,5,1,1,4,1
17436,Todd Owens,Male,26,Associate,Office & Administrative Support,46100$, S ingle_0,AUSTRALIA,0463 423 911,"Engineer, electrical",8,1,1,5,2
19464,Петухов Любомир Ермилович,Male,29,Associate,Office & Administrative Support,48400$,S  in gle_0,RUSSIA,8 539 270 20 17,Военный полицейский,5,0,2,4,2
16499,Gregory Martinez,Male,28,Associate,Office & Administrative Support,990000000 VND,Si n  gle_0,US,(802)677-0530,Podiatrist,7,0,2,7,1
2682,Adrian Jones,Male,27,Associate,Office & Administrative Support,47100$, Single_0,ENGLAND,+1-461-691-3383x147,Software engineer,4,0,2,4,3
9722,Rodrigo Machado,Male,30,Associate,Office & Administrative Support,43400$,S i n gle_0,BRAZIL,21 5793-6517,Moldador,8,1,2,7,2
6481,Tracy Montgomery,Female,19,None,Student,378700$, S in gle_0,ENGLAND,+1-817-742-9904x96293,Theatre manager,0,3,8,8,1
5521,近藤 七夏,Female,19,None,Student,5807500000 VND,S i ngle_0,JAPAN,53-4590-8048,小説家,0,1,7,4,2
16882,최은정,Female,19,None,Student,7517500000 VND,Singl e_0,KOREA,033-926-6625,하역 및 적재 단순 종사원,0,2,7,5,1
4151,Katelyn George,Female,20,None,Student,152400$,Si ngle_0,ENGLAND,001-252-202-8551x17028,Careers adviser,0,1,5,8,1
12211,Ricarda Hänel-Bärer,Female,18,None,Student,6727500000 VND,Sin g le_0,DENMARK,(09655) 309226,Arzt,0,3,7,5,3
7248,William Barber,Other,19,None,Student,4597500000 VND,S ing le_0,US,(911)826-5169,"Accountant, chartered certified",0,2,6,4,3
